0.0, 0.0, 0.0, 0.0, 0.0, 0.0
-0.002434204798191786, 0.0007930704159662127, 0.0007660129922442138, -0.009622281417250633, -0.014401255175471306, 0.8406034111976624
-0.004784509539604187, 0.0011740137124434114, 0.0016148171853274107, -0.0183199904859066, -0.02948426455259323, 1.6765320301055908
-0.006464783102273941, 0.0010364821646362543, 0.002259467728435993, -0.02541540004312992, -0.04496105760335922, 2.5107924938201904
-0.008180311881005764, 0.0005402537062764168, 0.0025768245104700327, -0.03326284885406494, -0.06000485271215439, 3.3265647888183594
-0.009399081580340862, -2.8391368687152863e-06, 0.0029616043902933598, -0.04150378331542015, -0.0747445821762085, 4.130682468414307
-0.010687381960451603, -0.0005334496381692588, 0.0030337348580360413, -0.05159682407975197, -0.08900730311870575, 4.931415557861328
-0.012329158373177052, -0.0012182473437860608, 0.002851373516023159, -0.07143338769674301, -0.10303079336881638, 5.722060680389404
-0.013694170862436295, -0.002260365057736635, 0.0024174777790904045, -0.09254492819309235, -0.11685721576213837, 6.510258674621582
-0.015285435132682323, -0.003280078526586294, 0.0018899445421993732, -0.11595874279737473, -0.1307402402162552, 7.305630683898926
-0.01664799079298973, -0.004274877719581127, 0.0014731355477124453, -0.14059582352638245, -0.14463768899440765, 8.108235359191895
-0.017918290570378304, -0.004879615269601345, 0.0010959017090499401, -0.16612425446510315, -0.15882673859596252, 8.935503959655762
-0.018314575776457787, -0.005335624795407057, 0.0008023101254366338, -0.19026201963424683, -0.17313873767852783, 9.764841079711914
-0.018020860850811005, -0.005592176225036383, 0.0006281952373683453, -0.21300117671489716, -0.18773171305656433, 10.61121654510498
-0.017774049192667007, -0.006235393229871988, 0.0003748427261598408, -0.23691149055957794, -0.20238029956817627, 11.48039722442627
-0.017610330134630203, -0.006576994899660349, 0.00033803004771471024, -0.26192882657051086, -0.21738940477371216, 12.369559288024902
-0.017467167228460312, -0.006768886931240559, 0.0004387659137137234, -0.2880387604236603, -0.2333824187517166, 13.301353454589844
-0.01746245101094246, -0.0065183877013623714, 0.0007447039242833853, -0.314129501581192, -0.2498960942029953, 14.234500885009766
-0.01745115965604782, -0.006734807975590229, 0.0006958421436138451, -0.3404271900653839, -0.2663068473339081, 15.189870834350586
-0.017696883529424667, -0.007269803900271654, 0.00019238877575844526, -0.3666890859603882, -0.28245875239372253, 16.14961814880371
-0.018135234713554382, -0.008119592443108559, -0.0004846082883886993, -0.39331766963005066, -0.2985410988330841, 17.116247177124023
-0.018215129151940346, -0.009352756664156914, -0.0011865696869790554, -0.41964465379714966, -0.31439530849456787, 18.083900451660156
-0.01769566535949707, -0.01053630467504263, -0.0019069414120167494, -0.44492626190185547, -0.33106857538223267, 19.084196090698242
-0.016684720292687416, -0.011524171568453312, -0.0023519399110227823, -0.46774518489837646, -0.3482106626033783, 20.095293045043945
-0.015356766059994698, -0.012139886617660522, -0.0025131686124950647, -0.4874110519886017, -0.3655262887477875, 21.106204986572266
-0.014058609493076801, -0.012923319824039936, -0.002772505162283778, -0.5043087005615234, -0.382040798664093, 22.071096420288086
-0.01288237702101469, -0.014320786111056805, -0.0031019120942801237, -0.5197649598121643, -0.3979755938053131, 23.023757934570312
-0.01204250194132328, -0.0160161592066288, -0.0034994776360690594, -0.5343538522720337, -0.41327062249183655, 23.94562339782715
-0.011247126385569572, -0.017536528408527374, -0.0038962007965892553, -0.5487097501754761, -0.4288983643054962, 24.87455940246582
-0.010557726956903934, -0.018483031541109085, -0.0040681310929358006, -0.5628854036331177, -0.4451025128364563, 25.819124221801758
-0.010435681790113449, -0.018400633707642555, -0.0038109205197542906, -0.5781604051589966, -0.4621346592903137, 26.768388748168945
-0.011234594509005547, -0.017055939882993698, -0.0034051784314215183, -0.5950241088867188, -0.4797118306159973, 27.744096755981445
-0.012601069174706936, -0.0158342607319355, -0.003122840542346239, -0.6131283044815063, -0.4968082308769226, 28.703725814819336
-0.013985070399940014, -0.015868399292230606, -0.003379445755854249, -0.6328349113464355, -0.5133631825447083, 29.66647720336914
-0.01627613790333271, -0.01701747626066208, -0.003911181818693876, -0.6558272838592529, -0.5291388034820557, 30.594322204589844
-0.018576811999082565, -0.01801523193717003, -0.004343357868492603, -0.6810309886932373, -0.544809103012085, 31.53412628173828
-0.02118840627372265, -0.01616889424622059, -0.0034044545609503984, -0.7090027332305908, -0.5619887113571167, 32.51539611816406
-0.024452652782201767, -0.012640601955354214, -0.001864998834207654, -0.7412015795707703, -0.580171525478363, 33.51530456542969
-0.02828720025718212, -0.008751386776566505, -0.0003352637868374586, -0.7773956656455994, -0.5980148911476135, 34.50900650024414
-0.03243376314640045, -0.006972779519855976, 0.0007492490112781525, -0.8196821212768555, -0.6154403686523438, 35.471900939941406
-0.036199819296598434, -0.007210067473351955, 0.0013295675162225962, -0.8670600652694702, -0.6322423815727234, 36.44700622558594
-0.03922221064567566, -0.00940321572124958, 0.0014426251873373985, -0.9172430038452148, -0.6478611826896667, 37.40790939331055
-0.04175390303134918, -0.011441944167017937, 0.0014090165495872498, -0.968812882900238, -0.6628779172897339, 38.344913482666016
-0.044042617082595825, -0.014273365959525108, 0.0009135496220551431, -1.0207154750823975, -0.6771647930145264, 39.25239944458008
-0.04591000825166702, -0.017102058976888657, 0.0002999500138685107, -1.072103500366211, -0.6908108592033386, 40.137413024902344
-0.04814953729510307, -0.019607337191700935, -0.00045080954441800714, -1.125108242034912, -0.7040913701057434, 40.99689865112305
-0.05031391233205795, -0.020299196243286133, -0.0003900184528902173, -1.1803582906723022, -0.7183785438537598, 41.850830078125
